timestamp,energy_level
454,19545.0
455,19544.0
456,19543.0
457,19542.0
458,19541.0
459,19540.0
460,19539.0
461,19538.0
462,19537.0
463,19536.0
464,19535.0
465,19534.0
466,19533.0
467,19532.0
468,19531.0
469,19530.0
470,19529.0
471,19528.0
472,19527.0
473,19526.0
474,19525.0
475,19524.0
476,19523.0
477,19522.0
478,19521.0
479,19520.0
480,19519.0
481,19518.0
482,19517.0
483,19516.0
484,19515.0
485,19514.0
486,19513.0
487,19512.0
488,19511.0
489,19510.0
490,19509.0
491,19508.0
492,19507.0
493,19506.0
494,19505.0
495,19504.0
496,19503.0
497,19502.0
498,19501.0
499,19500.0
500,19499.0
501,19498.0
502,19497.0
503,19496.0
504,19495.0
505,19494.0
506,19493.0
507,19492.0
508,19491.0
509,19490.0
510,19489.0
511,19488.0
512,19487.0
513,19486.0
514,19485.0
515,19484.0
516,19483.0
517,19482.0
518,19481.0
519,19480.0
520,19479.0
521,19478.0
522,19477.0
523,19476.0
524,19475.0
525,19474.0
526,19473.0
527,19472.0
528,19471.0
529,19470.0
530,19469.0
531,19468.0
532,19467.0
533,19466.0
534,19465.0
535,19464.0
536,19463.0
537,19462.0
538,19461.0
539,19460.0
540,19459.0
541,19458.0
542,19457.0
543,19456.0
544,19455.0
545,19454.0
546,19453.0
547,19452.0
548,19451.0
549,19450.0
550,19449.0
551,19448.0
552,19447.0
553,19446.0
554,19445.0
555,19444.0
556,19443.0
557,19442.0
558,19441.0
559,19440.0
560,19439.0
561,19438.0
562,19437.0
563,19436.0
564,19435.0
565,19434.0
566,19433.0
567,19432.0
568,19431.0
569,19430.0
570,19429.0
571,19428.0
572,19427.0
573,19426.0
574,19425.0
575,19424.0
576,19423.0
577,19422.0
578,19421.0
579,19420.0
580,19419.0
581,19418.0
582,19417.0
583,19416.0
584,19415.0
585,19414.0
586,19413.0
587,19412.0
588,19411.0
589,19410.0
590,19409.0
591,19408.0
592,19407.0
593,19406.0
594,19405.0
595,19404.0
596,19403.0
597,19402.0
598,19401.0
599,19400.0
600,19399.0
601,19398.0
602,19397.0
603,19396.0
604,19395.0
605,19394.0
606,19393.0
607,19392.0
608,19391.0
609,19390.0
610,19389.0
611,19388.0
612,19387.0
613,19386.0
614,19385.0
615,19384.0
616,19383.0
617,19382.0
618,19381.0
619,19380.0
620,19379.0
621,19378.0
622,19377.0
623,19376.0
624,19375.0
625,19374.0
626,19373.0
627,19372.0
628,19371.0
629,19370.0
630,19369.0
631,19368.0
632,19367.0
633,19366.0
634,19365.0
635,19364.0
636,19363.0
637,19362.0
638,19361.0
639,19360.0
640,19359.0
641,19358.0
642,19357.0
643,19356.0
644,19355.0
645,19354.0
646,19353.0
647,19352.0
648,19351.0
649,19350.0
650,19349.0
651,19348.0
652,19347.0
653,19346.0
654,19345.0
655,19344.0
656,19343.0
657,19342.0
658,19341.0
659,19340.0
660,19339.0
661,19338.0
662,19337.0
663,19336.0
664,19335.0
